epoch,link,log type,data
0,0,BSYS,5,INFO,Firmware SHA: 7C2E60DA
1758488482.12,2,DATA,RBRD,91000,1515550
1758488482.32,1,DATA,SOFT2,90020,3058
1758488482.62,2,DATA,RBRD,91500,1515640
1758488482.82,1,DATA,SOFT2,90520,3058
1758488483.12,2,DATA,RBRD,92000,1508340
1758488483.32,1,DATA,SOFT2,91020,3058
1758488483.62,2,DATA,RBRD,92500,1496890
1758488483.82,1,DATA,SOFT2,91520,3057
1758488484.12,2,DATA,RBRD,93000,1485080
1758488484.32,1,DATA,SOFT2,92020,3058
1758488484.62,2,DATA,RBRD,93500,1473750
1758488484.82,1,DATA,SOFT2,92520,3058
1758488485.12,2,DATA,RBRD,94000,1462550
1758488485.32,1,DATA,SOFT2,93020,3058
1758488485.62,2,DATA,RBRD,94500,1455120
1758488485.82,1,DATA,SOFT2,93520,3057
1758488486.12,2,DATA,RBRD,95000,1450780
1758488486.32,1,DATA,SOFT2,94020,3058
1758488486.63,2,DATA,RBRD,95500,1450160
1758488486.82,1,DATA,SOFT2,94520,3058
1758488487.12,2,DATA,RBRD,96000,1452740
1758488487.32,1,DATA,SOFT2,95020,3058
1758488487.63,2,DATA,RBRD,96500,1458040
1758488487.82,1,DATA,SOFT2,95520,3057
1758488488.00,0,BSYS,97743,INFO,etmark 3496454144
1758488488.12,2,DATA,RBRD,97000,1466070
1758488488.32,1,DATA,SOFT2,96020,3058
1758488488.63,2,DATA,RBRD,97500,1476150
1758488488.82,1,DATA,SOFT2,96520,3058
1758488489.13,2,DATA,RBRD,98000,1487120
1758488489.32,1,DATA,SOFT2,97020,3057
1758488489.63,2,DATA,RBRD,98500,1499820
1758488489.82,1,DATA,SOFT2,97520,3057
1758488490.12,2,DATA,RBRD,99000,1512550
1758488490.32,1,DATA,SOFT2,98020,3058
1758488490.63,2,DATA,RBRD,99500,1520210
1758488490.82,1,DATA,SOFT2,98520,3058
1758488491.13,2,DATA,RBRD,100000,1520340
1758488491.32,1,DATA,SOFT2,99020,3057
1758488491.63,2,DATA,RBRD,100500,1511910
1758488491.82,1,DATA,SOFT2,99520,3058
1758488492.13,2,DATA,RBRD,101000,1499390
1758488492.32,1,DATA,SOFT2,100020,3058
1758488492.63,2,DATA,RBRD,101500,1489340
1758488492.82,1,DATA,SOFT2,100520,3058
1758488493.13,2,DATA,RBRD,102000,1481430
1758488493.32,1,DATA,SOFT2,101020,3057
1758488493.63,2,DATA,RBRD,102500,1475140
1758488493.82,1,DATA,SOFT2,101520,3058
1758488494.13,2,DATA,RBRD,103000,1468940
1758488494.32,1,DATA,SOFT2,102020,3058
1758488494.63,2,DATA,RBRD,103500,1462880
1758488494.82,1,DATA,SOFT2,102520,3058
1758488495.13,2,DATA,RBRD,104000,1460420
1758488495.32,1,DATA,SOFT2,103020,3058
1758488495.63,2,DATA,RBRD,104500,1460810
1758488495.82,1,DATA,SOFT2,103520,3057
1758488496.13,2,DATA,RBRD,105000,1462490
1758488496.32,1,DATA,SOFT2,104020,3058
1758488496.63,2,DATA,RBRD,105500,1465390
1758488496.82,1,DATA,SOFT2,104520,3057
1758488497.13,2,DATA,RBRD,106000,1467480
1758488497.32,1,DATA,SOFT2,105020,3057
1758488497.63,2,DATA,RBRD,106500,1467820
1758488497.75,0,BSYS,107490,INFO,etmark 3496456704
1758488498.08,1,DATA,SOFT2,105520,3057
1758488498.39,2,DATA,RBRD,107000,1467570
1758488498.59,1,DATA,SOFT2,106020,3058
1758488498.90,2,DATA,RBRD,107500,1467790
1758488499.10,1,DATA,SOFT2,106520,3057
1758488499.42,2,DATA,RBRD,108000,1468750
1758488499.61,1,DATA,SOFT2,107020,3057
1758488499.93,2,DATA,RBRD,108500,1470990
1758488500.13,1,DATA,SOFT2,107520,3058
1758488500.44,2,DATA,RBRD,109000,1474040
1758488500.64,1,DATA,SOFT2,108020,3058
1758488500.96,2,DATA,RBRD,109500,1477510
1758488501.15,1,DATA,SOFT2,108520,3057
1758488501.47,2,DATA,RBRD,110000,1482770
1758488501.67,1,DATA,SOFT2,109020,3057
1758488501.98,2,DATA,RBRD,110500,1490130
1758488502.18,1,DATA,SOFT2,109520,3058
1758488502.49,2,DATA,RBRD,111000,1500510
1758488502.69,1,DATA,SOFT2,110020,3057
1758488503.01,2,DATA,RBRD,111500,1512090
1758488503.21,1,DATA,SOFT2,110520,3057
1758488503.52,2,DATA,RBRD,112000,1515750
1758488503.72,1,DATA,SOFT2,111020,3057
1758488504.03,2,DATA,RBRD,112500,1508190
1758488504.23,1,DATA,SOFT2,111520,3057
1758488504.55,2,DATA,RBRD,113000,1489630
1758488504.74,1,DATA,SOFT2,112020,3057
1758488505.06,2,DATA,RBRD,113500,1466010
1758488505.26,1,DATA,SOFT2,112520,3057
1758488505.57,2,DATA,RBRD,114000,1447430
1758488505.77,1,DATA,SOFT2,113020,3058
1758488506.09,2,DATA,RBRD,114500,1436070
1758488506.28,1,DATA,SOFT2,113520,3057
1758488506.60,2,DATA,RBRD,115000,1431120
1758488506.80,1,DATA,SOFT2,114020,3058
1758488507.11,2,DATA,RBRD,115500,1433060
1758488507.31,1,DATA,SOFT2,114520,3058
1758488507.62,2,DATA,RBRD,116000,1443060
1758488507.82,1,DATA,SOFT2,115020,3058
1758488508.14,2,DATA,RBRD,116500,1459460
1758488508.29,0,BSYS,117519,INFO,etmark 3496459264
1758488508.04,1,DATA,SOFT2,115520,3058
1758488508.35,2,DATA,RBRD,117000,1478340
1758488508.54,1,DATA,SOFT2,116020,3057
1758488508.85,2,DATA,RBRD,117500,1493880
1758488509.04,1,DATA,SOFT2,116520,3058
1758488509.35,2,DATA,RBRD,118000,1502720
1758488509.54,1,DATA,SOFT2,117020,3057
1758488509.85,2,DATA,RBRD,118500,1503310
1758488510.04,1,DATA,SOFT2,117520,3057
1758488510.35,2,DATA,RBRD,119000,1498370
1758488510.54,1,DATA,SOFT2,118020,3057
1758488510.85,2,DATA,RBRD,119500,1490800
1758488511.04,1,DATA,SOFT2,118520,3058
1758488511.34,2,DATA,RBRD,120000,1480640
1758488511.53,1,DATA,SOFT2,119020,3058
1758488511.84,2,DATA,RBRD,120500,1477480
1758488512.03,1,DATA,SOFT2,119520,3057
1758488512.34,2,DATA,RBRD,121000,1474970
1758488512.53,1,DATA,SOFT2,120020,3058
1758488512.84,2,DATA,RBRD,121500,1477260
1758488513.03,1,DATA,SOFT2,120520,3058
1758488513.34,2,DATA,RBRD,122000,1485760
1758488513.53,1,DATA,SOFT2,121020,3057
1758488513.84,2,DATA,RBRD,122500,1496410
1758488514.03,1,DATA,SOFT2,121520,3057
1758488514.34,2,DATA,RBRD,123000,1501590
1758488514.53,1,DATA,SOFT2,122020,3058
1758488514.84,2,DATA,RBRD,123500,1499840
1758488515.02,1,DATA,SOFT2,122520,3058
1758488515.33,2,DATA,RBRD,124000,1492330
1758488515.52,1,DATA,SOFT2,123020,3057
1758488515.83,2,DATA,RBRD,124500,1477370
1758488516.02,1,DATA,SOFT2,123520,3058
1758488516.33,2,DATA,RBRD,125000,1463260
1758488516.52,1,DATA,SOFT2,124020,3057
1758488516.83,2,DATA,RBRD,125500,1455910
1758488517.02,1,DATA,SOFT2,124520,3057
1758488517.33,2,DATA,RBRD,126000,1455740
1758488517.52,1,DATA,SOFT2,125020,3057
1758488517.83,2,DATA,RBRD,126500,1461020
1758488517.95,0,BSYS,127499,INFO,etmark 3496461824
1758488518.06,1,DATA,SOFT2,125520,3058
1758488518.37,2,DATA,RBRD,127000,1466230
1758488518.56,1,DATA,SOFT2,126020,3057
1758488518.88,2,DATA,RBRD,127500,1469310
1758488519.07,1,DATA,SOFT2,126520,3057
1758488519.38,2,DATA,RBRD,128000,1470410
1758488519.57,1,DATA,SOFT2,127020,3058
1758488519.88,2,DATA,RBRD,128500,1469130
1758488520.07,1,DATA,SOFT2,127520,3057
1758488520.38,2,DATA,RBRD,129000,1467010
1758488520.57,1,DATA,SOFT2,128020,3058
1758488520.88,2,DATA,RBRD,129500,1466660
1758488521.07,1,DATA,SOFT2,128520,3057
1758488521.38,2,DATA,RBRD,130000,1470930
1758488521.57,1,DATA,SOFT2,129020,3057
1758488521.88,2,DATA,RBRD,130500,1477910
1758488522.07,1,DATA,SOFT2,129520,3058
1758488522.38,2,DATA,RBRD,131000,1485450
1758488522.57,1,DATA,SOFT2,130020,3057
1758488522.88,2,DATA,RBRD,131500,1492320
1758488523.07,1,DATA,SOFT2,130520,3057
1758488523.38,2,DATA,RBRD,132000,1495780
1758488523.57,1,DATA,SOFT2,131020,3057
1758488523.89,2,DATA,RBRD,132500,1494310
